x_times_g,y_times_g,z_times_g,g_measured,TimeInterval,Date
0.205750,-0.701172,0.450897,0.858652,36290.876523,2001-01-01 10:04:50.877 +0000
0.151779,-0.623825,0.416519,0.765299,36290.866727,2001-01-01 10:04:50.867 +0000
0.112549,-0.582153,0.471298,0.757424,36290.856931,2001-01-01 10:04:50.857 +0000
0.067719,-0.561722,0.499146,0.754495,36290.847104,2001-01-01 10:04:50.847 +0000
0.046387,-0.565567,0.462067,0.731795,36290.837308,2001-01-01 10:04:50.837 +0000
0.027634,-0.540573,0.376389,0.659281,36290.827512,2001-01-01 10:04:50.828 +0000
-0.001373,-0.520020,0.219482,0.564442,36290.817716,2001-01-01 10:04:50.818 +0000
-0.044708,-0.494446,0.078476,0.502627,36290.807889,2001-01-01 10:04:50.808 +0000
-0.082916,-0.467667,-0.090790,0.483560,36290.798093,2001-01-01 10:04:50.798 +0000
-0.128006,-0.427536,-0.270523,0.521877,36290.788297,2001-01-01 10:04:50.788 +0000
-0.169968,-0.399658,-0.409302,0.596778,36290.778501,2001-01-01 10:04:50.779 +0000
-0.184189,-0.394592,-0.483765,0.650889,36290.768674,2001-01-01 10:04:50.769 +0000
-0.190002,-0.418900,-0.495926,0.676402,36290.758878,2001-01-01 10:04:50.759 +0000
-0.191254,-0.445068,-0.427048,0.645781,36290.749082,2001-01-01 10:04:50.749 +0000
-0.193649,-0.438431,-0.333206,0.583736,36290.739286,2001-01-01 10:04:50.739 +0000
-0.188278,-0.425766,-0.344009,0.578850,36290.729459,2001-01-01 10:04:50.729 +0000
-0.162094,-0.408951,-0.443604,0.624739,36290.719663,2001-01-01 10:04:50.720 +0000
-0.107727,-0.395844,-0.621582,0.744756,36290.709867,2001-01-01 10:04:50.710 +0000
-0.086655,-0.372879,-0.811279,0.897063,36290.700070,2001-01-01 10:04:50.700 +0000
-0.093628,-0.349014,-0.968857,1.034051,36290.690274,2001-01-01 10:04:50.690 +0000
-0.127411,-0.315491,-1.108841,1.159869,36290.680448,2001-01-01 10:04:50.680 +0000
-0.167953,-0.292053,-1.192139,1.238829,36290.670652,2001-01-01 10:04:50.671 +0000
-0.193069,-0.288162,-1.216309,1.264800,36290.660855,2001-01-01 10:04:50.661 +0000
-0.215103,-0.285599,-1.225586,1.276674,36290.651059,2001-01-01 10:04:50.651 +0000
-0.223938,-0.290009,-1.239868,1.292875,36290.641233,2001-01-01 10:04:50.641 +0000
-0.214172,-0.287033,-1.257217,1.307231,36290.631436,2001-01-01 10:04:50.631 +0000
-0.191620,-0.287384,-1.308411,1.353235,36290.621640,2001-01-01 10:04:50.622 +0000
-0.182831,-0.287155,-1.355453,1.397548,36290.611844,2001-01-01 10:04:50.612 +0000
-0.191406,-0.262131,-1.428574,1.464982,36290.602017,2001-01-01 10:04:50.602 +0000
-0.219101,-0.225128,-1.537827,1.569585,36290.592221,2001-01-01 10:04:50.592 +0000
-0.246216,-0.212952,-1.661728,1.693313,36290.582425,2001-01-01 10:04:50.582 +0000
-0.271820,-0.199173,-1.781052,1.812650,36290.572629,2001-01-01 10:04:50.573 +0000
-0.282761,-0.206909,-1.878220,1.910621,36290.562802,2001-01-01 10:04:50.563 +0000
-0.287292,-0.223557,-1.926834,1.960919,36290.553006,2001-01-01 10:04:50.553 +0000
-0.278473,-0.248932,-1.956039,1.991383,36290.543210,2001-01-01 10:04:50.543 +0000
-0.234436,-0.281921,-1.980804,2.014454,36290.533414,2001-01-01 10:04:50.533 +0000
-0.189697,-0.324844,-1.995483,2.030631,36290.523618,2001-01-01 10:04:50.524 +0000
-0.167694,-0.363129,-2.030212,2.069238,36290.513791,2001-01-01 10:04:50.514 +0000
-0.158218,-0.381302,-2.052963,2.094059,36290.503995,2001-01-01 10:04:50.504 +0000
-0.169357,-0.383560,-2.047668,2.090155,36290.494199,2001-01-01 10:04:50.494 +0000
-0.182175,-0.376282,-2.046829,2.089087,36290.484403,2001-01-01 10:04:50.484 +0000
-0.197113,-0.349182,-2.018646,2.058085,36290.474607,2001-01-01 10:04:50.475 +0000
-0.207199,-0.324783,-1.983261,2.020332,36290.464780,2001-01-01 10:04:50.465 +0000
-0.193665,-0.320297,-1.921051,1.957175,36290.454984,2001-01-01 10:04:50.455 +0000
-0.172379,-0.317627,-1.772278,1.808748,36290.445188,2001-01-01 10:04:50.445 +0000
-0.109360,-0.341385,-1.584885,1.624919,36290.435391,2001-01-01 10:04:50.435 +0000
-0.048599,-0.366882,-1.367767,1.416952,36290.425595,2001-01-01 10:04:50.426 +0000
0.006454,-0.391281,-1.203186,1.265227,36290.415786,2001-01-01 10:04:50.416 +0000
0.043854,-0.408707,-1.097336,1.171798,36290.405990,2001-01-01 10:04:50.406 +0000
0.055466,-0.397827,-1.046844,1.121261,36290.396193,2001-01-01 10:04:50.396 +0000
0.026520,-0.359680,-1.005692,1.068405,36290.386397,2001-01-01 10:04:50.386 +0000
-0.037338,-0.316925,-0.986099,1.036449,36290.376601,2001-01-01 10:04:50.377 +0000
-0.103256,-0.282379,-0.984024,1.028933,36290.366774,2001-01-01 10:04:50.367 +0000
